rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
Reporter,International University for the Humanities and Development,1784,17.7,0,61,,,,,,,"1958 (Andalyp) Street, 169, Ashgabat, 744000, Turkmenistan",,,,,
Reporter,International IT University,5656,14.9,1,30,,,,,,,"34/1, Manas St, Almaty, 050000, Kazakhstan",,,,,
Reporter,International University of Rabat,6413,31.3,4,53,,,,,,,"Technopolis Rabat-Shore Rocade, Rabat-Salé, Rabat, Rabat-Salé-Kénitra, Morocco",,,,,
Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,552,9.2,0,39,,,,,,,"Building 25 Galkhynysh, Ashgabat, Street, 744000, Turkmenistan",,,,,
Reporter,Inter-State School of Veterinary Sciences and Medicine,469,17.4,69,31,,,,,,,"BP 5077, Fann, Dakar, Senegal",,,,,
Reporter,Ionian University,8507,40.7,2,53,,,,,,,"72, Ioannou Theotoki Street, PO Box 663, Corfu, Ionian Islands Region, 49100, Greece",,,,,
Reporter,Ion Mincu University of Architecture and Urbanism,3273,13.0,4,72,,,,,,,"str. Academiei nr. 18-20, Bucuresti, 010014, Romania",,,,,
Reporter,Iqra University,9569,13.6,1,24,,,,,,,"Road Shaheed-e-Millat Phase 2, Defence View Housing Society, Karachi, Sindh Province, 75500, Pakistan",,,,,
Reporter,The Islamic University,5023,10.2,1,60,,,,,,,"Kufa Street, Najaf, Najaf Governorate, Iraq",,,,,
Reporter,Islamic University of Gaza,17102,45.0,1,57,,,,,,,"P.O.Box 108, Rimal St, Gaza City, Palestine",,,,,
Reporter,Islamic University of Madinah,10104,8.4,70,3,,,,,,,"Abo Bakr Al Siddiq, Al Jamiah, Madinah, Al Madinah Province, 42351, Saudi Arabia",,,,,
Reporter,Universitas Islam Sultan Agung,17824,14.3,0,33,,,,,,,"Yay.Badan Wakaf Sultan Agung Jl. Raya Kaligawe Km.4., Terboyo Kulon, Genuk, Semarang, Jawa Tengah, 50112, Indonesia",,,,,
Reporter,Isra University,4864,19.6,18,54,,,,,,,"Airport Road, PO Box 33 and 22, Amman, Amman Governorate, 11622, Jordan",,,,,
Reporter,Israel Technological University,3282,37.7,1,39,,,,,,,"Pizarro E4-142 y Av. Orellana, Quito, Ecuador",,,,,
Reporter,Istanbul Arel University,5005,21.3,10,52,,,,,,,"Erguvan Sokak, No:26, Türkoba Mahallesi, İstanbul, 34537, Turkey",,,,,
Reporter,Istanbul Gelişim University,34637,39.0,13,45,,,,,,,"No:1 Avcılar Cihangir Quarter, Şehit Jandarma Komando, Hakan Öner Street, Istanbul, Turkey",,,,,
Reporter,Istanbul Kültür University,12495,26.0,11,,,,,,,,"E5 Karayolu uzeri Bakirkoy, Istanbul, 34158, Turkey",,,,,
Reporter,Istanbul Okan University,8563,15.3,14,53,,,,,,,"Akfirat, Tuzla, Istanbul, 34959, Turkey",,,,,
Reporter,IUBAT – International University of Business Agriculture and Technology,5115,18.1,1,30,,,,,,,"4 Embankment Drive Road, Off D, Dhaka, Dhaka Division, 1230, Bangladesh",,,,,
Reporter,Universita IULM,8109,18.9,6,73,,,,,,,"Via Carlo Bo, 1, Milano, Lombardy Region, 20143, Italy",,,,,
Reporter,Ivano Frankivsk National Technical University of Oil and Gas,8489,17.3,3,25,,,,,,,"15 Karpatska Street, Ivano Frankivsk, 76019, Ukraine",,,,,
Reporter,Jabir ibn Hayyan Medical University,1728,15.3,-0,61,,,,,,,"Al-Ameer Qu, PO Box 13, Najaf, Kufa, Iraq",,,,,
Reporter,Jadara University,5258,19.8,17,38,,,,,,,"P.O.Box 733, Irbid, Irbid Governorate, 21110, Jordan",,,,,
Reporter,Japan Advanced Institute of Science and Technology (JAIST),1190,7.3,41,22,,,,,,,"1-1 Asahidai, Nomi, Ishikawa, 923-1211, Japan",,,,,
Reporter,Japan University of Economics,5420,27.9,56,30,,,,,,,"3-11-25, Gojo, Dazaifu-shi, Fukuoka, 818-0197, Japan",,,,,
Reporter,Jashore University of Science and Technology,3815,13.2,0,32,,,,,,,"1 Churamonkathi, Ambottola, Jashore District, Southwestern Bangladesh, 7408, Bangladesh",,,,,
Reporter,University of Jendouba,10328,16.6,1,69,,,,,,,"University Complex, Street 818 Mohamed Al-Yalawi, Union of the Arab Maghreb, Jendouba, Jendouba Governorate, Tunisia",,,,,
Reporter,Jizzakh Polytechnic Institute,10399,18.5,0,16,,,,,,,"4, Khalqlar Dustligi, Jizzakh, Jizzakh Region, 130100, Uzbekistan",,,,,
Reporter,Jizzakh State Pedagogical University,17881,27.5,0,63,,,,,,,"4 Rashidov St, Jizzakh, Jizzakh Region, 130100, Uzbekistan",,,,,
Reporter,John von Neumann University,3210,13.8,0,26,,,,,,,"Izsaki street 10, Kecskemet, Bacs-Kiskun, 6000, Hungary",,,,,
Reporter,Kabarak University,8592,40.0,0,47,,,,,,,"Private Bag-20157, Nakuru, Nakuru County, Kenya",,,,,
Reporter,,11201,19.7,14,54,,,,,,,,,,,,
Reporter,University of Kabianga,8060,39.1,0,50,,,,,,,"P.O. Box 2030, Kericho, Kericho County, 20200, Kenya",,,,,
Reporter,Kadir Has University,4840,24.0,4,55,,,,,,,"Kadir Has Caddesi Cibali, Istanbul, 34083, Turkey",,,,,
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,2790,7.6,0,63,,,,,,,"Ohiienka St, 61, Kamianets-Podilskyi, Khmelnytskyi Oblast, 32300, Ukraine",,,,,
Reporter,Karaganda Buketov University,13360,9.1,7,67,,,,,,,"University st., 28, Karaganda, 100024, Kazakhstan",,,,,
Reporter,Karaganda University of Kazpotrebsoyuz,4904,13.6,1,56,,,,,,,"9 st. Academic, Karaganda, 100009, Kazakhstan",,,,,
Reporter,Karakalpak State University,28389,28.7,2,44,,,,,,,"Chebirdov avenue # 1, Nukus, Karakalpakstan Republic, 230112, Uzbekistan",,,,,
Reporter,Karshi Engineering Economics Institute,11421,26.3,0,15,,,,,,,"Mustakillik avenue, 225, Karshi city, Kashkadarya region, 180100, Uzbekistan",,,,,
Reporter,Kazakh-British Technical University,5178,27.6,2,36,,,,,,,"Tole Bi St 59, Almaty, 050000, Kazakhstan",,,,,
Reporter,Kazakh National Women’s Teacher Training University,6154,18.6,2,10,,,,,,,"st. Gogol, 114 k1, Almaty, Almaty Region, Kazakhstan",,,,,
Reporter,Kazakhstan Medical University KSPH,138,2.9,0,64,,,,,,,"Otepov street 19a, Almaty, Almaty Region, Kazakhstan",,,,,
Reporter,,9290,24.1,3,32,,,,,,,,,,,,
Reporter,Keisen University,1064,26.0,5,10,,,,,,,"Tokyo 2-10-1 Minamino, Tokyo, 206 8586, Japan",,,,,
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,435,7.4,0,82,,,,,,,"Lermontovs'ka St, 27, Kharkivs'ka oblast, Kharkiv, 61024, Ukraine",,,,,
Reporter,Kharkiv National Automobile and Highway University,5083,14.6,10,,,,,,,,"Yaroslava Mudrogo St, 25, Kharkiv, Kharkiv Oblast, 61002, Ukraine",,,,,
Reporter,Kharkiv National University of Internal Affairs,8692,13.8,4,48,,,,,,,"L. Landau avenue, 27, Kharkiv, Khariv Oblast, 61080, Ukraine",,,,,
Reporter,Khazar University,2917,12.3,6,52,,,,,,,"41 Mehseti Str, Baku, AZ1096, Azerbaijan",,,,,
Reporter,Khemis Miliana University,21277,27.6,0,63,,,,,,,"Thaniyat Al Hadd Road, Khamis Miliana, Ain Defla, Algeria",,,,,
Reporter,Khulna University of Engineering and Technology (KUET),6170,15.5,0,20,,,,,,,"Khulna Ave, Khulna, Khulna Division, 9203, Bangladesh",,,,,
Reporter,Khwaja Fareed University of Engineering and Information Technology,9872,20.2,0,43,,,,,,,"Abu Dhabi Road, Rahim Yar Khan, Punjab, 64200, Pakistan",,,,,
Reporter,Khyber Medical University,5283,15.4,3,40,,,,,,,"Phase V, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan",,,,,
Reporter,Kimyo International University in Tashkent,8057,17.3,13,57,,,,,,,"156 Usman Nasyr Street, Tashkent, 100121, Uzbekistan",,,,,
Reporter,King Abdullah University of Science and Technology (KAUST),1316,8.0,67,36,,,,,,,"4700 King Abdullah University, Thuwal, Makkah Province, 23955-6900, Saudi Arabia",,,,,
Reporter,King Danylo University,1487,9.1,0,56,,,,,,,"St. E. Konovaltsia, 35, Ivano-Frankivsk, Ivano-Frankivsk Oblast, 76018, Ukraine",,,,,
Reporter,King Edward Medical University,3211,13.7,2,60,,,,,,,"Nelagumbad, Anarkali, Lahore, 54000, Pakistan",,,,,
Reporter,Kinnaird College for Women,3766,18.3,0,10,,,,,,,"93 Jail Road, G.O.R. – I, Lahore, Punjab, 54000, Pakistan",,,,,
Reporter,University of Kirkuk,17513,23.7,0,61,,,,,,,"University District, Kirkuk, Kirkuk Governorate, Iraq",,,,,
Reporter,Kitami Institute of Technology,1977,14.6,5,12,,,,,,,"165 Koen-cho kitami, Hokkaido, 090-8507, Japan",,,,,
Reporter,Knowledge University,2130,16.4,1,47,,,,,,,"University Park EBL 446015, Kirkuk Road, Erbil, 44001, Iraq",,,,,
Reporter,Kobe Gakuin University,11485,34.7,3,39,,,,,,,"1-1-3 Minatojima, Chuo-ku, Kobe, Hyogo, 650-8586, Japan",,,,,
Reporter,Kocaeli Health and Technology University,1747,16.2,8,69,,,,,,,"Yeniköy District Ilıca St 29, Basiskele, Kocaeli Province, Turkey",,,,,
Reporter,Kohsar University Murree,760,24.5,0,69,,,,,,,,,,,,
Reporter,Kokshetau State University,7384,9.1,5,63,,,,,,,"76, Abaya Street, Kokshetau, Akmola Region, 020000, Kazakhstan",,,,,
Reporter,Kokugakuin University,10050,40.0,1,43,,,,,,,"4-10-28 higashi, Shibuya-ku, Tokyo, 150-8440, Japan",,,,,
Reporter,Konan University,8714,23.3,1,42,,,,,,,"8-9-1 Okamoto, Higashinada Ward, Kobe, Hyogo, 658-8501, Japan",,,,,
Reporter,Konan Women’s University,4388,23.7,1,10,,,,,,,"6- 2-23 Morikita-machi, Higashinada-ku, Kobe-shi, Hyogo, 658-0001, Japan",,,,,
Reporter,Koya University,4536,9.3,1,50,,,,,,,"University Park, Danielle Mitterrand Boulevard, Koya, Kurdistan Region, KOY45, Iraq",,,,,
Reporter,KPR Institute of Engineering and Technology,3318,12.2,0,30,,,,,,,"Arasur, Coimbatore, 641 407, India",,,,,
Reporter,Kumasi Technical University,12063,41.0,0,37,,,,,,,"P. O. Box 854, Kumasi, Ashanti Region, Ghana",,,,,
Reporter,,6857,12.1,31,66,,,,,,,,,,,,
Reporter,Kütahya Health Sciences University,4583,9.6,1,73,,,,,,,"Tavsanli Road, 10th km, Kutahya, Turkey",,,,,
Reporter,Kutaisi University,138,0.4,1,33,,,,,,,"Tsereteli st. #13, Kutaisi, Imereti, Georgia",,,,,
Reporter,Kuwait College of Science and Technology (KCST),1339,25.3,4,56,,,,,,,"7th Ring Road, Kuwait, Doha District, Kuwait",,,,,
Reporter,Kyiv National Economic University,11210,11.2,1,60,,,,,,,"54/1 Prospect Peremogy, Kyiv, 03680, Ukraine",,,,,
Reporter,Kyoai Gakuen University,1141,20.4,2,63,,,,,,,"1154-4 Koyaharamachi, Maebashi-shi, Gunma, 379-2192, Japan",,,,,
Reporter,Kyoto Koka Women’s University,1937,18.3,,10,,,,,,,"38 Nishikyogokukadono-cho, Ukyo-ku, Kyoto, 615-0882, Japan",,,,,
Reporter,Kyoto Notre Dame University,1337,8.5,4,10,,,,,,,"1 Minami-Nonogamicho, Sakyoku, Kyoto, 606-0847, Japan",,,,,
Reporter,Kyrgyz-Turkish Manas University,5768,15.0,11,57,,,,,,,"56 Chyngyz Aitmatov Avenue, Bishkek, 720038, Kyrgyzstan",,,,,
Reporter,K. Zhubanov Aktobe Regional University,14225,21.4,2,59,,,,,,,"34, A.Moldagulova Street, Aktobe, Aktobe Region, 030000, Kazakhstan",,,,,
Reporter,Lahore Leads University,2656,15.3,0,44,,,,,,,"Kamahan Road, Off DHA Phase V, Lahore, Pakistan",,,,,
Reporter,Landmark University,3239,12.9,0,35,,,,,,,"Km 4 Ipetu, Omu-Aran Road, Omu Aran, Kwara State, PMB 1001, Nigeria",,,,,
Reporter,Larbi Tebessi University,18528,21.6,0,60,,,,,,,"route de constantine, Tebessa, 12002, Algeria",,,,,
Reporter,La Salle University,9094,18.9,1,56,,,,,,,"Carrera 5 No.59a-44, Bogota, Distrito Capital, 110231, Colombia",,,,,
Reporter,University of Las Américas (UDLA),13935,13.7,2,54,,,,,,,"Av. de los Granados E12-41y, Colimes esq., Quito, EC170125, Ecuador",,,,,
Reporter,Leeds Arts University,2225,15.9,12,75,,,,,,,"Blenheim Walk, Leeds, West Yorkshire, LS2 9AQ, United Kingdom",,,,,
Reporter,Leeds Conservatoire,1460,20.9,11,34,,,,,,,"3 Quarry Hill, Leeds, LS2 7PD, United Kingdom",,,,,
Reporter,Leeds Trinity University,3790,23.7,9,64,,,,,,,"Brownberrie Lane, Horsforth, Leeds, LS18 5HD, United Kingdom",,,,,
Reporter,Lesya Ukrainka Volyn National University,7814,12.4,1,69,,,,,,,"13 Volya Avenue, Lutsk, Volyn Oblast, 43025, Ukraine",,,,,
Reporter,Liaquat University of Medical and Health Sciences (LUMHS),4953,10.0,4,54,,,,,,,"Deh Soun Valhar, Jamshoro, Sindh, 76090, Pakistan",,,,,
Reporter,University of Liberal Arts Bangladesh,4242,19.4,0,49,,,,,,,"688 Beribadh Road, Mohammadpur, Dhaka, 1207, Bangladesh",,,,,
Reporter,Lincoln University College,2233,5.7,41,19,,,,,,,"Wisma Lincoln No. 12-18, Jalan SS 6/12, Petaling Jaya, Selangor Darul Ehsan, Kuala Lumpur, 47301, Malaysia",,,,,
Reporter,Lira University,1570,14.3,0,41,,,,,,,"P. O. Box 1035, Lira, Northern Region, Uganda",,,,,
Reporter,Université du Littoral Côte d’Opale,9154,20.2,17,50,,,,,,,"1, place de l'Yser, Dunkerque, Hauts-de-France, 59375, France",,,,,
Reporter,Liverpool Hope University,4640,17.2,14,64,,,,,,,"Hope Park, Liverpool, Merseyside, L16 9JD, United Kingdom",,,,,
Reporter,Liverpool Institute for Performing Arts,925,18.5,22,58,,,,,,,"Mount Street, Liverpool, Merseyside, L1 9HF, United Kingdom",,,,,
Reporter,Liverpool School of Tropical Medicine,200,2.1,28,71,,,,,,,"Pembroke Place, Liverpool, L3 5QA, United Kingdom",,,,,
Reporter,The LNM Institute of Information Technology,2193,19.1,0,15,,,,,,,"Rupa ki Nangal Post-Sumel, Via-Jamdoli, Jaipur, Rajasthan, 302031, India",,,,,
Reporter,London Academy of Music and Dramatic Art (LAMDA),270,6.8,40,55,,,,,,,"Colet Hall, 155 Talgarth Road, London, W14 9DA, United Kingdom",,,,,
Reporter,London Business School,2125,20.2,91,37,,,,,,,"Sussex Place, Regent's Park, Kensington and Chelsea, London, NW1 4SA, United Kingdom",,,,,
Reporter,London School of Hygiene and Tropical Medicine,870,1.7,57,72,,,,,,,"Keppel Street, London, WC1E 7HT, United Kingdom",,,,,
Reporter,London Metropolitan University,10065,25.5,50,65,,,,,,,"166-220 Holloway Road, London, N7 8DB, United Kingdom",,,,,
Reporter,Lviv State University of Life Safety,2180,12.3,0,,,,,,,,"35 Kleparivska St, Lviv, Ukraine",,,,,
Reporter,University of Magallanes,4235,15.6,1,62,,,,,,,"Av. Pdte. Manuel Bulnes 01855, Punta Arenas, Magallanes, 6210427, Chile",,,,,
Reporter,Universidad del Magdalena,15306,31.8,0,49,,,,,,,"Carrera 32 #22-08, Santa Marta, Magdalena, 470004, Colombia",,,,,
Reporter,University Centre of Maghnia,3566,19.5,0,47,,,,,,,"PB 600-13300 Al-Zawiya Road, Al-Shuhada District, Maghnia, 13300, Algeria",,,,,
Reporter,Mahatma Jyotiba Phule Rohilkhand University,5511,38.8,0,18,,,,,,,"Pilibhit By Pass Road, Bareilly, Uttar Pradesh, 243006, India",,,,,
Reporter,Malawi University of Science and Technology (MUST),2724,12.4,0,15,,,,,,,"Mikolongwe, Limbe, Blantyre District, Malawi",,,,,
Reporter,Management Development Institute (MDI),966,12.5,0,24,,,,,,,"Mehrauli Road, Sukhrali, Gurgaon, 122 007, India",,,,,
Reporter,Management & Science University (MSU),4374,9.0,30,60,,,,,,,"Uni. Dr Off Persiaran Olahraga, Section 13, Shah Alam, Selangor Darul Ehsan, 40100, Malaysia",,,,,
Reporter,Universidad Manuela Beltrán,14790,30.6,0,43,,,,,,,"Avenida Circunvalar N. 60-00, Bogota, Colombia",,,,,
Reporter,Margulan University,5733,22.8,2,75,,,,,,,"Olzhabay Batyr street 60, Pavlodar, 140000, Kazakhstan",,,,,
Reporter,Mariano Marcos State University,13240,24.8,0,58,,,,,,,"16 Quiling Sur, City of Batac, Ilocos Norte, 2906, Philippines",,,,,
Reporter,Maritime University of Szczecin,2484,24.2,13,26,,,,,,,"Street Waly Chrobrego 1-2, Szczecin, West Pomeranian Voivodeship, 70-500, Poland",,,,,
Reporter,University of Mataram,31378,24.0,0,61,,,,,,,"Jl. Majapahit, No 62 Mataram, Gomong, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar, 83115, Indonesia",,,,,
Reporter,M. Auezov South Kazakhstan University,18760,6.3,12,52,,,,,,,"Tauke Khan Ave 5, Shymkent, South Kazakhstan Region, 160012, Kazakhstan",,,,,
Reporter,Universidad Mayor de San Simón,83711,182.0,0,53,,,,,,,"Av. Ballivian esquina Reza #59, Final Jordan Campus Uni., Cochabamba, Bolivia",,,,,
Reporter,University of Medea,22350,25.9,0,62,,,,,,,"Medea, North-Central, Medea Province, Algeria",,,,,
Reporter,University of Medellín,9268,16.9,2,55,,,,,,,"Carrera 87 N° 30 - 65, Medellin, Colombia",,,,,
Reporter,Medizinische Hochschule Hannover,3362,8.3,14,67,,,,,,,"Carl Neuberg Str. 1, Hannover, Lower Saxony, 30625, Germany",,,,,
Reporter,Meikai University,4605,17.8,16,43,,,,,,,"1,Akemi, Urayasu-City, Chiba, 279-8550, Japan",,,,,
Reporter,Universitas Mercu Buana,19945,23.9,0,46,,,,,,,"Jl. South Meruya no. 1, Kembangan, West Jakarta, Jakarta, 11650, Indonesia",,,,,
Reporter,Middle East University,3648,20.2,27,42,,,,,,,"Queen Alia Airport Street, Amman, 11831, Jordan",,,,,
Reporter,Mindanao State University – Iligan Institute of Technology,21015,40.7,0,51,,,,,,,"Andres Bonifacio Avenue, Tibanga, Iligan City, 9200, Philippines",,,,,
Reporter,Minhaj University Lahore,2971,10.6,0,46,,,,,,,"Hamdard Chowk, Township, Lahore, Pakistan",,,,,
Reporter,University of Misan,16565,19.9,0,61,,,,,,,"City Center, Nazim Al-Kahla, Amarah, Maysan Province, Iraq",,,,,
Reporter,Misr University for Science and Technology,25105,17.6,5,49,,,,,,,"P.O. Box 77, Al-Motamayez District, 6th of october, Giza Governorate, Egypt",,,,,
Reporter,Mizoram University,3123,8.9,0,48,,,,,,,"P.O Box No. 190, Tanhril, Aizawl, Mizoram, India",,,,,
Reporter,M. Kumarasamy College of Engineering,3868,11.5,0,35,,,,,,,"Thalavapalayam, Tamil Nadu, 639113, India",,,,,
Reporter,"MNS University of Agriculture, Multan",4390,31.1,0,25,,,,,,,"Old Shujaabad Road, Multan, Pakistan",,,,,
Reporter,Modern University for Business and Science,1834,20.5,20,54,,,,,,,"Ramez Sarkiss Street Sami Solh District, P.O. Box 113-7501, Beirut, Beirut Governorate, 113-7501, Lebanon",,,,,
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,20247,33.9,0,10,,,,,,,"El Bachir El Ibrahimi, Bordj Bou Arreridj El-Anasser, Algerie, 34030, Algeria",,,,,
Reporter,University of Mohamed Lamine Debaghin Setif 2,27047,33.6,0,62,,,,,,,"Setif, Setif, 19000, Algeria",,,,,
Reporter,Monroe College,5068,16.1,14,54,,,,,,,"2501 Jerome Ave., Bronx, New York, 10468, United States",,,,,
Reporter,University of Monterrey,11670,17.0,1,60,,,,,,,"Av Ignacio Morones Prieto 4500, San Pedro, Garza García, Nuevo Leon, 66238, Mexico",,,,,
Reporter,,5901,10.8,9,54,,,,,,,,,,,,
Reporter,,5930,6.4,9,74,,,,,,,,,,,,
Reporter,,4398,20.3,6,20,,,,,,,,,,,,
Reporter,University of Mostar,9412,8.9,14,62,,,,,,,"Trg hrvatskih velikana 1, Mostar, Herzegovina-Neretva Canton, 88000, Bosnia and Herzegovina",,,,,
Reporter,Muban Chombueng Rajabhat University,4450,15.2,0,62,,,,,,,"46/3 Chombueng Subdistrict, Chom Bueng District, Ratchaburi Province, 70150, Thailand",,,,,
Reporter,Universitas Muhammadiyah Yogyakarta,21043,29.4,1,49,,,,,,,"Jl. Brawijaya, Kasihan, Bantul, Yogyakarta, 55183, Indonesia",,,,,
Reporter,Mukogawa Women’s University,8662,24.8,0,10,,,,,,,"6-46 Ikebiraki, Nishinomiya, Hyogo, 663-8558, Japan",,,,,
Reporter,Mulungushi University,8057,44.5,1,45,,,,,,,"26 kms from Kabwe Town, along Great North Rd, Kabwe, Central Province, Zambia",,,,,
Reporter,Musashino University,9093,28.5,8,58,,,,,,,"3-3-3 Ariake, Koto-ku, Tokyo, 135-8181, Japan",,,,,
Reporter,Universidad Nacional Abierta y a Distancia (UNAD),226124,49.6,0,,,,,,,,"Calle 14 Sur No. 14 - 23, Bogata, Distrito Capital, Colombia",,,,,
Reporter,Universidad Nacional de Asunción,53043,9.8,2,39,,,,,,,"Campus de la UNA, San Lorenzo, Greater Asuncion Metropolitan, Paraguay",,,,,
Reporter,Universidad Nacional de Chimborazo,9455,16.8,1,57,,,,,,,"Av. Antonio José de Sucre, Km 1 1/2 vía a Guano, Riobamba-Ecuador, Ecuador",,,,,
Reporter,Universidad Nacional de Itapúa,5104,5.0,1,55,,,,,,,"Lopez 255 y Ruta 1 Abog. Lorenzo Zacarias, Barrio Ca aguy Rory, Encarnacion, Itapua, Paraguay",,,,,
Reporter,Universidad Nacional de Rafaela (UNRaf),2183,6.3,0,56,,,,,,,"Bv. Roca 989, Rafaela, Santa Fe, Argentina",,,,,
Reporter,Nagoya University of Commerce & Business,3815,32.1,10,23,,,,,,,"4-4 Sagamine, Komenoki-cho, Nisshin, Aichi, 470-0193, Japan",,,,,
Reporter,Nakhchivan State University,7652,7.9,20,48,,,,,,,"University campus, Nakhchivan city, AZ7012, Azerbaijan",,,,,
Reporter,Nakhon Ratchasima Rajabhat University,15044,27.8,0,68,,,,,,,"340 Suranarai Road, Nai Mueang Sub-district, Mueang District, Nakhon Ratchasima Province, 30000, Thailand",,,,,
Reporter,Namal University,557,15.9,0,37,,,,,,,"30 Km Talagang Road, Mianwali, Punjab, 42250, Pakistan",,,,,
Reporter,Namangan Engineering Construction Institute,7886,20.9,0,11,,,,,,,"12 Islam Karimov street, Namanagan, Namangan Province, Uzbekistan",,,,,
Reporter,Namangan Institute of Engineering and Technology,5094,14.1,0,28,,,,,,,"Kosonsoy kochasi, 7-uy, Davlatobod tumani Navbahor MFY, Namangan, Namangan oblast, 160115, Uzbekistan",,,,,
Reporter,Namangan State University,24148,25.8,0,54,,,,,,,"161, Boburshox street, Namangan, 160107, Uzbekistan",,,,,
Reporter,Narxoz University,3187,13.0,2,59,,,,,,,"55, Zhandosov Street, Almaty, 050035, Kazakhstan",,,,,
Reporter,"Nasarawa State University, Keffi",12885,13.2,13,42,,,,,,,"P.M.B 1022, Keffi, Keffi, Nasarawa State, Nigeria",,,,,
Reporter,Universidad Nacional Agraria La Molina,8139,13.2,2,48,,,,,,,"Av. La Molina s/n, La Molina, Lima, Peru",,,,,
Reporter,National Film and Television School,400,7.3,41,50,,,,,,,"Beaconsfield Studios, Station Road, Beaconsfield, Buckinghamshire, HP9 1LG, United Kingdom",,,,,
Reporter,National University of Food Technologies,5361,10.1,0,,,,,,,,"68 Volodymyrska St, Kyiv, Kyiv Oblast, 01033, Ukraine",,,,,
Reporter,National University Odessa Law Academy,11600,18.6,1,65,,,,,,,"23 Fontanska Road, Odessa, 65009, Ukraine",,,,,
Reporter,The National University of Ostroh Academy,3923,9.8,0,48,,,,,,,"2 Seminarska Street, Ostroh, Rivne Region, 35800, Ukraine",,,,,
