rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address
1201,University of Sunderland,13320,16.0,42,61,28.2,18.2,9.9,40.2,42.1,71.6,"Chester Road, Edinburgh Building, Sunderland, North Tyneside, SR1 3SD, United Kingdom",,,,,
1201,Suranaree University of Technology,14265,26.2,1,54,28.2,21.9,20.9,27.7,54.9,37.9,"111 University Avenue Suranaree Sub-District, Muang Nakhon Ratchasima Dist, Nakhon Ratchasima, 30000, Thailand",,,,,
1201,Universitas Syiah Kuala,30701,20.4,0,62,28.2,14.0,9.4,51.5,19.5,25.8,"Jln. Teuku Nyak Arief, Darussalam, Banda Aceh, Aceh, 23111, Indonesia",,,,,
1201,University of Talca,12510,15.5,0,48,28.2,17.4,13.7,31.5,36.7,52.3,"1 Poniente #1141, Talca, Chile",,,,,
1201,Tamkang University,23600,22.5,7,47,28.2,15.3,12.7,34.1,43.6,42.9,"No.151 Yingzhuan Road, Tamsui District, New Taipei City, 25137, Taiwan",,,,,
1201,University of Tarapacá,10496,31.8,4,54,28.2,12.4,19.0,45.1,19.4,59.0,"18 de Septiembre, Arica, Arica y Parinacota, Chile",,,,,
1201,Technical University of Cluj-Napoca,19065,20.5,2,37,28.2,17.0,13.2,39.3,29.5,25.0,"Str. Memorandumului nr. 28, Cluj-Napoca, Jud. Cluj, 400114, Romania",,,,,
1201,Technical University of Crete,6935,33.2,4,37,28.2,13.1,11.1,50.4,40.6,40.7,"Akrotiri, Chania, Crete Region, 73100, Greece",,,,,
1201,Technical University of Košice,9573,13.1,23,27,28.2,26.5,17.1,30.2,30.0,44.8,"Letna 1/9, Kosice, 040 01, Slovakia",,,,,
1201,University of Technology of Compiègne,4170,15.6,19,39,28.2,26.7,10.9,24.3,48.8,83.8,"Rue du docteur Schweitzer, Compiegne, Hauts-de-France, 60203, France",,,,,
1201,Universiti Teknikal Malaysia Melaka,11730,16.1,6,38,28.2,20.1,11.4,32.6,19.6,44.2,"Hang Tuah Jaya, Durian Tunggal, Melaka, 76100, Malaysia",,,,,
1201,Institut Teknologi Sepuluh Nopember,20658,7.1,6,40,28.2,25.3,10.8,25.4,35.4,42.5,"Jalan Raya ITS, Surabaya, Jawa Timur, 60111, Indonesia",,,,,
1201,University of Texas Rio Grande Valley,28703,21.7,2,61,28.2,17.9,8.5,45.1,17.4,46.1,"One West University Blvd, Edinburg, Brownsville, Texas, 78520, United States",,,,,
1201,Tezpur University,4447,15.3,1,43,28.2,31.3,15.3,27.9,33.8,18.4,"Napaam, Tezpur, Sonitpur, Assam, 784028, India",,,,,
1201,Thammasat University,30488,11.4,1,64,28.2,26.3,19.1,25.7,30.1,38.1,"2 Prachan Road, Phra Barom Maha Ratchawang, Phra Nakhon, Bangkok, 10200, Thailand",,,,,
1201,Thiagarajar College of Engineering,4378,18.3,0,36,28.2,18.7,8.9,41.9,20.2,18.0,"Thiagarajar College of Enginee, Thiruparankundram, Tamil Nadu, 625015, India",,,,,
1201,Toho University,5424,13.7,0,53,28.2,24.7,15.0,33.7,57.3,21.5,"5-21-16 Omorinishi, Ota-ku, Tokyo, 143-8540, Japan",,,,,
1201,Tokai University,28334,16.0,4,27,28.2,18.3,12.0,36.5,46.0,30.4,"4-1-1 Kitakaname, Hiratsuka, Kanagawa, 259-1292, Japan",,,,,
1201,Tokushima University,7482,9.7,2,35,28.2,29.2,24.0,24.4,81.6,26.4,"2-24, Shinkura-cho, Tokushima, 770-8501, Japan",,,,,
1201,Tokyo University of Marine Science and Technology,2602,10.4,8,33,28.2,31.3,15.2,19.7,43.1,44.4,"4-5-7 Konan, Minato-ku, Tokyo, 108-8477, Japan",,,,,
1201,Tokyo University of Science,17662,24.0,4,25,28.2,24.0,26.1,26.4,74.0,29.1,"1-3 Kagurazaka, Shinjuku-ku, Tokyo, 162-8601, Japan",,,,,
1201,Tomas Bata University in Zlín,9642,20.1,11,56,28.2,18.1,21.0,31.8,26.1,51.3,"nam. T. G. Masaryka 5555, Zlin, Zlin Region, 760 01, Czech Republic",,,,,
1201,University of Toyama,8891,10.6,3,39,28.2,27.0,14.6,29.2,61.9,33.1,"3190 Gofuku, Toyama-shi, Toyama, 930-8555, Japan",,,,,
1201,Transilvania University of Brașov,20075,20.4,1,52,28.2,15.4,11.5,49.8,18.7,36.9,"B-dul Eroilor nr. 29, Brașov, Transylvania, Romania",,,,,
1201,Tribhuvan University,482541,30.9,0,52,28.2,11.3,8.2,49.5,15.9,46.7,"Central Administrative Bldg, Kirtipur, Kathmandu, Nepal",,,,,
1201,Tunghai University,15201,20.4,10,55,28.2,16.5,14.4,37.8,49.4,46.6,"No.1727, Sec.4, Taiwan Boulevard, Xitun, Taichung, 40704, Taiwan",,,,,
1201,University of Tunis,17124,11.4,2,70,28.2,30.9,10.3,23.5,16.6,39.2,"92, Boulevard 9 Avril 1938, Tunis, 1007, Tunisia",,,,,
1201,Tzu Chi University,3050,8.9,8,60,28.2,25.3,26.0,18.3,65.6,27.1,"No.701 Sec. 3, Zhongyang Rd, Hualien, 97004, Taiwan",,,,,
1201,UNIR – International University of La Rioja,35499,36.0,37,62,28.2,11.9,13.9,38.0,15.6,58.6,"Av. de la Paz, 137, Logroño, La Rioja, 26004, Spain",,,,,
1201,Unisinos University,12990,24.3,0,47,28.2,30.1,15.4,22.3,25.2,29.3,"Avenida Unisinos, 950 - Cristo Rei, São Leopoldo, 93022-750, Brazil",,,,,
1201,Universiti Tun Hussein Onn Malaysia (UTHM),16137,16.6,6,46,28.2,22.0,13.5,37.0,18.5,42.1,"Parit Raja, Batu Pahat, Johor, 86400, Malaysia",,,,,
1201,University of Valladolid,21261,10.7,6,56,28.2,25.1,14.4,37.9,43.8,38.1,"C/ Plaza de Santa Cruz 8, Valladolid, 47002, Spain",,,,,
1201,Veltech University,9943,14.4,2,16,28.2,17.9,9.1,44.4,16.0,27.7,"42 Avadi-Vel Tech Road, Avadi, Chennai, Tamil Nadu, 600062, India",,,,,
1201,University of Venda,11848,29.4,1,58,28.2,20.3,29.2,19.9,16.8,49.0,"Private Bag X5050, Thohoyandou, Limpopo, 0950, South Africa",,,,,
1201,"Vietnam National University, Hanoi",52005,15.9,1,63,28.2,20.9,11.2,46.8,19.1,48.9,"144- Xuan Thuy Street, Cau Giay, Hanoi, Vietnam",,,,,
1201,Vilnius Gediminas Technical University (Vilnius Tech),8369,12.3,11,34,28.2,22.0,16.3,36.0,57.8,47.2,"Sauletekio al. 11, 10223 Vilnius, Lithuania",,,,,
1201,"Visvesvaraya National Institute of Technology, Nagpur",4512,15.3,2,27,28.2,24.5,13.4,41.8,40.4,20.1,"South Ambazari Road, Nagpur, Maharashtra, 440010, India",,,,,
1201,,6577,10.5,5,43,28.2,24.0,12.9,34.5,15.8,27.9,,,,,,
1201,VSB - Technical University of Ostrava,11390,14.7,13,33,28.2,26.8,19.7,27.8,31.0,46.9,"17. listopadu 2172/15, Ostrava, Poruba, 708 00, Czech Republic",,,,,
1201,Vytautas Magnus University,8210,11.2,15,61,28.2,22.4,12.3,27.4,20.9,61.9,"K. Donelaicio str. 58, Kaunas, 44248, Lithuania",,,,,
1201,Walailak University,8553,13.6,1,73,28.2,20.9,13.3,35.5,16.3,40.7,"222 Thaiburi, Thasala District, Nakhonsithammarat, 80160, Thailand",,,,,
1201,Warsaw University of Life Sciences – SGGW,15737,13.4,8,58,28.2,19.9,11.8,41.6,23.4,34.2,"Nowoursynowska 166, Warsaw, Masovian Voivodeship, 02-787, Poland",,,,,
1201,Warsaw University of Technology,23167,17.1,7,32,28.2,22.0,19.6,33.3,53.5,31.7,"Plac Politechniki 1, Main Building, Room 104, Warsaw, Masovian Voivodeship, 00661, Poland",,,,,
1201,University of West Bohemia,11252,14.8,5,54,28.2,20.5,18.0,35.2,27.7,32.4,"Univerzitní 2732/8, Pilsen, Bozkov, 301 00, Czech Republic",,,,,
1201,University of Western Macedonia,10959,46.2,2,51,28.2,11.6,17.1,39.3,26.2,27.9,"Active Urban Planning Zone, (ZEP) Kozani, Kozani, Western Macedonia, 50150, Greece",,,,,
1201,West University of Timişoara,15142,23.9,6,64,28.2,24.3,13.7,40.2,17.4,34.9,"Blvd. V. Parvan 4, Timisoara 300223, Timis, Romania",,,,,
1201,Wrocław University of Environmental and Life Sciences,7099,16.7,4,67,28.2,19.1,13.9,34.3,49.8,29.6,"ul. Norwida 25, Wroclaw, Lower Silesian Voivodeship, 50-375, Poland",,,,,
1201,Wrocław University of Science and Technology,22772,19.8,4,35,28.2,19.7,17.4,33.1,54.6,29.7,"27 Wybrzeze Wyspianskiego, 50-370 Wroclaw, Poland",,,,,
1201,Wuhan Textile University,23369,15.8,1,50,28.2,15.0,11.0,46.2,36.7,23.5,"1 FangZhi Road, Wuhan, Hubei, 430073, China",,,,,
1201,Xiangtan University,33943,20.6,0,50,28.2,17.0,15.9,49.0,33.7,21.8,"Yuhu District, Xiangtan, Hunan, 411105, China",,,,,
1201,Xuzhou Medical University,14112,18.6,3,,28.2,15.8,16.3,43.5,26.0,21.4,"209 Tongshan Road, Xuzhou, Jiangsu, 221004, China",,,,,
1201,Yamagata University,8657,8.8,2,34,28.2,28.0,15.3,24.8,72.2,32.3,"1-4-12 Koshirokawa, Yamagata, 990-8560, Japan",,,,,
1201,Yamaguchi University,10437,10.9,5,37,28.2,28.5,13.4,21.4,57.3,33.4,"1677-1 Yoshida, Yamaguchi-shi, Yamaguchi, 753-8511, Japan",,,,,
1201,University of Yamanashi,4616,6.2,5,30,28.2,27.8,13.1,25.9,45.4,29.0,"4-4-37 Takeda, Kofu, Yamanashi, 400-8510, Japan",,,,,
1201,Yarmouk University,31177,28.3,11,57,28.2,19.9,12.9,41.5,20.8,53.1,"Shafiq Irshidat Street, Irbid, 21163, Jordan",,,,,
1201,Yasouj University,6236,25.8,0,54,28.2,14.7,14.5,52.3,20.1,22.4,"Yasuj, Kohgiluyeh and Boyer-Ahmad, Iran",,,,,
1201,Yokohama National University,9649,13.4,8,28,28.2,26.0,22.5,19.1,71.2,36.1,"79-1 Tokiwadai, Hodogaya Ward, Yokohama, Kanagawa, 240-8501, Japan",,,,,
1201,Yuan Ze University,6852,23.0,8,44,28.2,18.5,24.1,32.1,69.0,42.8,"No 135 Yuandong Road, Zhongli District, Taoyuan City, Yilan, 320315, Taiwan",,,,,
1201,University of Zambia,20976,24.6,2,39,28.2,13.2,9.8,45.8,19.9,54.9,"Great East Road Campus, Lusaka, Lusaka Province, Zambia",,,,,
1201,University of Zanjan,9611,23.5,0,53,28.2,17.1,12.3,42.6,21.5,27.3,"University Blvd, Zanjan, 45371-38791, Iran",,,,,
1201,Zanjan University of Medical Sciences,5278,10.9,1,56,28.2,36.4,12.6,35.5,24.2,21.5,"Azadi Square, Zanjan, Iran",,,,,
1201,Zhejiang Chinese Medical University,18260,31.0,5,66,28.2,16.5,16.4,34.5,37.2,23.0,"548 Bin Wen Road, Hangzhou, Zhejiang, 310053, China",,,,,
1201,University of Zimbabwe,25108,22.5,0,42,28.2,12.9,12.7,37.3,20.9,50.8,"PO Box MP 167, Mount Pleasant, Harare, Harare, Zimbabwe",,,,,
1501,Université 8 Mai 1945 Guelma,18030,20.9,1,70,22.7,14.7,8.6,25.4,15.9,37.0,"Guelma, Guelma, Guelma Province, 24000, Algeria",,,,,
1501,University Abdelhamid Ibn Badis Mostaganem,24983,19.5,1,68,22.7,17.7,7.8,8.1,15.7,33.5,"Route natoinale N 11, Kharouba, Mostaganem, 27000, Algeria",,,,,
1501,Abdelmalek Essaâdi University,122962,91.8,1,52,22.7,21.6,9.7,30.1,17.2,29.4,"Avenue 9 Avril Quartier M haneche II, B.P. 2117, Tetouan, Tanger-Tetouan-Al Hoceima Regi, 93030, Morocco",,,,,
1501,University of Abou Bekr Belkaïd Tlemcen,42485,21.3,1,59,22.7,22.7,9.0,11.6,19.6,35.3,"22,Rue Abi Ayad Abdelkrim, Fg Pasteur, Tlemcen BP 119, Algeria",,,,,
1501,Acıbadem University,2547,5.7,3,73,22.7,25.8,12.0,22.7,24.2,30.3,"Kayışdağı Caddesi No:32, Ataşehir, İstanbul, 34752, Turkey",,,,,
1501,Adelphi University,6582,11.1,7,70,22.7,24.1,7.7,26.1,16.4,33.0,"One South Avenue, PO Box 701, Garden City, New York, 11530-0701, United States",,,,,
1501,Afe Babalola University,9660,10.7,1,57,22.7,23.4,11.6,17.2,24.6,43.6,"Olusegun Obasanjo Way, Ado Ekiti, Ekiti State, Nigeria",,,,,
1501,Akita University,5002,10.7,4,35,22.7,25.6,13.4,20.8,39.1,26.7,"1-1 Tegatagakuen-machi, Akita, 010-8502, Japan",,,,,
1501,Aksaray University,19511,22.2,8,49,22.7,11.6,8.8,23.5,26.8,28.0,"No:23 Merkez Kampüs Merkez Bahçesaray Mah, Adana Cad, Aksaray, Turkey",,,,,
1501,Alexandru Ioan Cuza University,25443,22.3,8,56,22.7,16.5,12.1,31.6,18.3,40.2,"Bulevardul Carol I, Nr.11, Lasi, 700506, Romania",,,,,
1501,,9271,19.0,27,56,22.7,20.5,16.5,15.2,25.2,64.4,,,,,,
1501,Alzahra University,10531,28.4,3,10,22.7,25.4,15.3,24.6,19.6,31.0,"Deh Vanak Street, Tehran, 1993893973, Iran",,,,,
1501,University of Anbar,26956,15.5,0,55,22.7,17.7,9.1,39.1,16.9,29.3,"55431 Baghdad/55 Ramadi, Ramadi, Al Anbar Governorate, 31001, Iraq",,,,,
1501,Universitas Andalas,32695,22.0,1,58,22.7,24.7,12.7,16.5,36.1,33.2,"Jl. Universitas Andalas, Limau Manis, Padang, Sumatera Barat, 25163, Indonesia",,,,,
1501,"University of the Andes, Venezuela",20302,10.1,2,61,22.7,21.9,8.6,8.8,27.7,50.2,"Avenida 3, Independencia, Merida, Venezuela",,,,,
1501,Andhra University,10382,14.8,5,46,22.7,38.2,10.4,18.7,26.1,24.1,"Andhra University, Visakhapatnam, Andhra Pradesh, 530003, India",,,,,
1501,Universidad Andrés Bello (UNAB),46249,18.4,2,53,22.7,15.1,10.4,33.5,20.7,50.6,"Bolivar 202, Iquique, Tarapaca Region, 1100434, Chile",,,,,
1501,Ankara University,70464,27.6,6,53,22.7,18.2,11.6,30.5,36.6,34.4,"Dogol Caddesi, Besevler, Ankara, 06100, Turkey",,,,,
1501,Ankara Yildirim Beyazit University,21060,23.3,12,54,22.7,19.2,12.6,23.1,17.3,35.4,"No: 7 Ayvalı Mah, Gazze Cad, Etlik-Keçiören, Ankara, 06010, Turkey",,,,,
1501,Annamalai University,18360,13.6,0,48,22.7,35.5,9.6,20.0,22.2,20.1,"Chidambaram taluk of Cuddalore, Annamalai Nagar, Tamil Nadu, 608002, India",,,,,
1501,Antonio Nariño University,13691,14.1,2,55,22.7,16.6,7.9,33.1,16.0,51.5,"Calle 58 A No. 37, Bogata, Distrito Capital, Colombia",,,,,
1501,Aoyama Gakuin University,19692,12.2,3,49,22.7,20.0,8.9,10.4,22.2,36.2,"4-4-25 Shibuya, Shibuya-ku, Tokyo, 150-8366, Japan",,,,,
1501,Arak University,7506,18.7,5,58,22.7,19.5,11.2,32.7,20.1,26.3,"Daneshjoo Boulevard, Ali-Ebne-Abitaleb, Arak, Markazi Province, Iran",,,,,
1501,Universidad Autónoma de Ciudad Juárez,36463,15.0,2,56,22.7,15.6,8.0,10.2,17.5,37.3,"Av. Plutarco Elías Calle #1210, Fovissste Chamizal, Ciudad Juárez, Chihuahua, 32310, Mexico",,,,,
1501,Universidad Autónoma de Coahuila,27413,29.6,0,58,22.7,21.4,8.0,12.8,18.1,34.4,"Blvd. V. Carranza s/n Col., República Oriente, Saltillo, Coahuila, 25280, Mexico",,,,,
1501,Universidad Autónoma del Estado de Hidalgo,38732,19.5,0,58,22.7,19.2,9.6,11.1,18.1,26.4,"Carr Pachuca-Actopan km. 4.5, Edificio B, 4to.Piso, Pachuca, Hidalgo, 48900, Mexico",,,,,
1501,Universidad Autónoma del Estado de Mexico (UAEMex),66758,10.6,1,59,22.7,22.2,9.3,7.7,17.4,26.9,"Instituto Literario no. 100, Colonel Centro, Toluca, Mexico, 50000, Mexico",,,,,
1501,Universidad Autónoma del Estado de Morelos,30889,17.4,0,56,22.7,17.1,9.1,9.1,28.8,27.4,"Av. Universidad No. 1001 Col Chamilpa, Cuernavaca, Morelos, 62209, Mexico",,,,,
1501,Universidad Autónoma de Nuevo León (UANL),132850,48.0,0,47,22.7,13.3,9.1,17.1,19.8,33.4,"Pedro de Alba s/n, San Nicolás de Los Garza, Nuevo León, Mexico",,,,,
1501,Universidad Autónoma de Querétaro,25567,45.2,1,57,22.7,19.1,10.5,19.1,23.7,30.0,"Cerro de Las Campanas, Santiago de Queretaro, Queretaro, 76017, Mexico",,,,,
1501,Universidad Autónoma de Yucatán,19128,19.6,0,50,22.7,14.9,10.0,14.6,24.1,33.6,"Calle 60 No, 491-A por 57, Merida, Yucatan, 97000, Mexico",,,,,
1501,Autonomous University of Baja California,67944,21.7,3,54,22.7,13.0,9.0,12.6,17.0,35.7,"Av Alvaro Obregon y Julian Carrillo s/n, Colonia Nueva, Mexicali, Baja California, 21100, Mexico",,,,,
1501,Badji Mokhtar University – Annaba,38030,11.9,2,63,22.7,34.1,16.2,12.5,16.9,35.0,"BP12, Annaba, 23000, Algeria",,,,,
1501,University of Baghdad,77128,13.3,0,57,22.7,25.1,12.6,19.8,28.5,20.2,"Jadriyah, Baghdad, Iraq",,,,,
1501,Baku State University,23684,13.2,2,66,22.7,20.1,8.6,13.8,19.7,35.5,"Academician Zahid, Khalilov Street-33, Baku, AZ 1148, Azerbaijan",,,,,
1501,Başkent University,13970,13.3,3,49,22.7,20.0,12.2,15.7,29.1,22.0,"Fatih Sultan Mahallesi, Eskisehir Yolu 18.km, Etimesgut, Ankara, TR 06790, Turkey",,,,,
1501,University of Basrah,42848,11.7,0,55,22.7,23.4,7.8,14.6,16.2,26.1,"Al-Ashar, Corniche Street, Basrah, Iraq",,,,,
1501,University of Batna 2,27867,23.7,1,51,22.7,17.5,7.9,12.2,15.9,30.4,"53, Constantine-Fesdis road, Batna, Batna Province, 05078, Algeria",,,,,
1501,University of Béjaïa,40752,23.7,1,61,22.7,13.8,8.3,14.4,20.9,44.9,"Route de Targa Ouzemour, Bejaia, Bejaia Province, Algeria",,,,,
1501,,14066,15.6,20,60,22.7,23.4,13.7,10.6,34.1,42.3,,,,,,
1501,Benemérita Universidad Autónoma de Puebla,79695,45.2,1,52,22.7,15.6,9.5,17.1,19.4,37.7,"4 sur 104, Historic Center, Puebla, 72000, Mexico",,,,,
1501,University of Benin,47837,25.8,0,49,22.7,15.5,5.7,35.0,16.4,34.7,"Ugbowo Rd., P.M.B. 1154, Benin, Edo, Nigeria",,,,,
1501,Bernardo O’Higgins University,9010,18.6,6,68,22.7,13.9,10.3,10.7,20.9,54.0,"Avenida Viel 1497, Santiago, Chile",,,,,
1501,Bharath Institute of Higher Education and Research,22563,14.0,2,56,22.7,21.1,7.3,30.2,21.2,35.9,"173 Agharam Road Selaiyur, Chennai, Tamil Nadu, 600073, India",,,,,
1501,Bharati Vidyapeeth University,9925,7.3,0,50,22.7,24.8,9.4,13.5,30.4,18.8,"Bharati Vidyapeeth Bhavan, Lal Bahadur Shastri Marg, Pune, Maharashtra, 411030, India",,,,,
1501,Bialystok University of Technology,6471,10.8,3,36,22.7,23.0,14.9,23.1,20.6,24.3,"Wiejska 45A, Bialystok, Podlasie Province, 15-351, Poland",,,,,
1501,Bilecik Şeyh Edebali University,10386,16.3,13,40,22.7,14.5,9.5,22.8,17.8,32.0,"Pelitözü Mah. Fatih Sultan, Mehmet Bulvarı No:27 11100, Bilecik, 27 11100, Turkey",,,,,
1501,University of Bío-Bío,12662,25.5,1,43,22.7,12.9,12.8,13.9,19.1,46.7,"Avda. Collao 1202, Casilla 5-C, Concepción, 4051381, Chile",,,,,
1501,University of Birjand,12245,36.9,4,53,22.7,11.1,9.5,26.7,16.8,26.2,"University of Birjand Blvd, Avini Blvd, Birjand, South Khorasan, Iran",,,,,
1501,University of Biskra,30508,21.5,0,64,22.7,16.3,8.6,19.3,15.9,38.1,"BP 145 RP, Biskra, 07000, Algeria",,,,,
1501,Blida 1 University,29433,20.4,1,64,22.7,19.6,8.6,14.9,16.7,36.8,"BP 270 road soumaa, Blida, Blida Province, Algeria",,,,,
1501,Bolu Abant Izzet Baysal University,23820,22.1,9,55,22.7,15.6,9.3,29.2,17.4,32.4,"Golkoy Yerleskesi, Bolu, Bolu Province, 14280, Turkey",,,,,
1501,Bozok University,13417,14.4,5,51,22.7,16.1,9.4,30.3,16.9,28.9,"Ataturk Yolu 7Km, Yozgat, Yozgat Province, 66900, Turkey",,,,,
1501,University of Brawijaya,55332,14.4,1,56,22.7,20.5,9.9,17.2,20.4,25.7,"Veteran Street, Malang, East Java, 65145, Indonesia",,,,,
1501,Burapha University,24431,17.4,2,66,22.7,16.0,9.8,10.3,20.9,27.6,"169 Long Hat Bang Saen Road Saen Suk Subdistrict, Muang District, Chonburi, 20131, Thailand",,,,,
1501,Bursa Technical University,8696,18.5,8,48,22.7,13.7,9.4,30.4,18.5,29.7,"Mimar Sinan Mahallesi Mimar Sinan Bulvarı, Eflak Caddesi No: 177, Yıldırım, Bursa, 16310, Turkey",,,,,
1501,Bursa Uludağ University,41901,24.2,10,50,22.7,18.8,10.4,20.0,31.0,32.3,"Gorukle, Bursa, Bursa Province, 16059, Turkey",,,,,
1501,University of Caldas,27456,58.2,0,49,22.7,10.1,11.0,9.0,53.2,32.2,"Calle 65 No 26 - 10, Manizales, Caldas, Colombia",,,,,
1501,Çankırı Karatekin University,10567,19.9,20,53,22.7,12.5,9.5,22.7,15.6,41.0,"Fatih Mahallesi, Uluyazı Kampüsü Ring Yolu, Çankırı, 18100, Turkey",,,,,
1501,Catholic University of Brasília,10064,22.6,0,53,22.7,15.4,10.5,11.7,19.0,35.7,"QS 07 – Lote 01 – EPCT, Águas Claras, Brasília, 71966-700, Brazil",,,,,
1501,Catholic University of the North,11528,20.3,3,46,22.7,14.2,15.2,29.0,18.2,58.0,"Avda Angamos 0610, Antofagasta, Chile",,,,,
1501,Universidad Católica del Maule,10891,21.1,3,58,22.7,13.4,13.4,19.3,15.8,57.5,"San Miguel 3605, Talca, Maule, 34809112, Chile",,,,,
1501,Universidad Católica de la Santísima Concepción,9879,22.9,0,56,22.7,13.2,14.9,22.9,16.9,48.9,"Alonso de Ribera 2850, Concepcion, Bio, 4030136, Chile",,,,,
1501,University of Caxias do Sul,15054,30.4,0,53,22.7,15.9,9.4,11.8,22.3,21.6,"Rua Francisco Getúlio, Vargas 1130, Caxias do Sul, 95070-560, Brazil",,,,,
1501,Ceará State University,16305,14.7,0,54,22.7,21.1,11.4,8.9,17.9,20.2,"Dr. Silas Munguba Av., 1700, Fortaleza-CE, 60 714 903, Brazil",,,,,
1501,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),18816,21.0,0,38,22.7,12.4,9.7,18.2,16.7,30.6,"Av. Maracana, 229 - Maracana, Rio de Janeiro, 20271110, Brazil",,,,,
1501,CES University,6612,13.6,3,69,22.7,19.2,9.1,5.8,16.4,37.1,"Calle 10A #22-04, Medellín, Antioquia, 4440555, Colombia",,,,,
1501,Chaoyang University of Technology,14432,37.5,5,55,22.7,14.1,18.2,28.2,47.0,38.9,"168, Jifeng East Road, Wufeng District, Taichung, 41349, Taiwan",,,,,
1501,College of Charleston,9986,16.3,1,68,22.7,17.4,7.9,30.4,23.2,29.8,"66 George Street, Charleston, South Carolina, 29424, United States",,,,,
1501,,11226,24.3,2,62,22.7,12.3,10.7,10.7,17.0,25.9,,,,,,
1501,Chiba Institute of Technology,9979,24.4,2,15,22.7,14.8,8.8,13.0,26.1,20.9,"2-17-1 Tsudanuma, Narashino-Shi, Chiba, 275-0016, Japan",,,,,
1501,Chinese Culture University,23152,23.5,6,50,22.7,13.9,10.0,16.8,26.1,29.8,"55, Hwa-Kang Road, Yang-Ming-Shan, Taipei, 11114, Taiwan",,,,,
1501,Université Chouaïb Doukkali,23437,34.5,2,58,22.7,13.4,10.8,28.8,18.9,26.7,"Avenue Jabran Khalil Jabran, B.P 299, El Jadida, Grand-Casablanca Region, 24000, Morocco",,,,,
1501,Chubu University,8929,17.1,2,27,22.7,17.1,11.9,15.9,33.4,34.1,"1200 Matsumoto-cho, Kasugai, Aichi, 487-8501, Japan",,,,,
1501,Chuo University,26161,35.6,4,38,22.7,18.7,12.7,15.5,27.2,30.4,"742-1 Higashinakano, Hachioji-shi, Tokyo, 192-0393, Japan",,,,,
1501,University of Colima,14288,9.3,0,55,22.7,21.6,8.0,12.4,20.0,31.6,"Av. Universidad No. 333, Las Viboras, Colima, 28040, Mexico",,,,,
1501,Comillas Pontifical University,9765,21.0,7,55,22.7,18.3,15.7,26.3,31.4,44.2,"C. Alberto Aguilera 23, Madrid, 28015, Spain",,,,,
1501,Communication University of China,17316,15.3,3,70,22.7,27.5,17.3,15.5,37.6,23.4,"No.1 Dingfuzhuang East Street, Chaoyang District, Beijing, 100024, China",,,,,
1501,Cracow University of Technology,13510,12.2,5,36,22.7,21.2,10.7,30.4,28.2,27.3,"Warszawska 24 St., Kraków, Lesser Poland Voivodeship, 31-155, Poland",,,,,
1501,University of Craiova,16907,20.9,4,50,22.7,18.3,11.5,25.2,18.4,24.0,"Str. A. I. Cuza nr.13, Craiova, Dolj, 200585, Romania",,,,,
1501,Damghan University,4709,15.9,0,69,22.7,17.7,11.4,27.0,17.9,27.9,"Daneshgah Square, Damghan, Semnan, 36716 4566, Iran",,,,,
1501,University of Dar es Salaam,36666,21.1,0,47,22.7,14.4,10.3,28.2,21.7,49.5,"P.O. Box 35091, Dar es Salaam, Dar es Salaam Region, Tanzania",,,,,
1501,De La Salle University,14905,14.5,3,50,22.7,19.6,12.8,31.3,17.4,29.3,"2401 Taft Avenue, Manila, National Capital Region, 1004, Philippines",,,,,
1501,University for Development Studies,16714,27.4,0,43,22.7,11.1,9.9,31.1,18.9,51.5,"Box TL 1350, Tamale, Northern Region, Ghana",,,,,
1501,Dicle University,32454,17.5,4,45,22.7,30.3,16.9,12.7,53.0,21.9,"Kitilbil Mahallesi Sur, Diyarbakir, Diyarbakır Province, 21280, Turkey",,,,,
1501,Diponegoro University,35688,18.0,2,56,22.7,27.1,15.4,19.1,42.9,35.1,"Jalan Professor Haji Soedharto Tembalang, Semarang, Jawa Tengah, 50275, Indonesia",,,,,
1501,Dokkyo Medical University,1314,1.2,1,53,22.7,26.7,10.3,22.0,37.9,19.1,"880 Kitakobayashi, Mibu-machi, Shimotsuga-gun, Tochigi, 321-0293, Japan",,,,,
1501,Doshisha University,27624,18.6,4,42,22.7,17.9,10.9,11.1,30.7,35.5,"Karasuma-higashi-iru, Imadegawa-dori, Kamigyo-ku, Kyoto, 602-8580, Japan",,,,,
1501,Dumlupinar University,44749,44.4,19,40,22.7,10.9,7.8,23.3,19.8,38.5,"Evliya Celebi Yerleskesi, Tavsanli Yolu, Kutahya, Kutahya Province, Turkey",,,,,
1501,Dunarea de Jos University of Galati,12481,16.0,22,58,22.7,19.8,9.2,17.5,16.4,46.1,"Str. Domneasca nr. 47, Galati, Moldavia Region, 800008, Romania",,,,,
1501,EAFIT University,11298,18.8,1,44,22.7,17.0,11.0,16.5,16.5,44.7,"Carrera 19 #12-70, Megacentro Pinares, Medellin, Antioquia Province, Colombia",,,,,
1501,El Bosque University,12702,6.8,2,62,22.7,23.7,9.3,20.0,16.9,46.6,"Av. Cra 9 No. 131 A - 02, Bogata, Distrito Capital, Colombia",,,,,
